Keyword;Position;Previous Position;Search Volume;Keyword Difficulty Index;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends;Timestamp
"gatsby hairdo";"23";"21";"10";"82.73";"0.00";"http://hairstylefoto.com/the-great-gatsby-hairstyles-for-long-hair/";"0.00";"0.00";"0.09";"443000";"0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,1.00,0.50,1.00";"1482439892"
"gatsby hairdo";"24";"0";"10";"82.73";"0.00";"http://hairstylefoto.com/gatsby-hairstyles-for-long-hair/";"0.00";"0.00";"0.09";"443000";"0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,1.00,0.50,1.00";"1482439892"
"1940 hairstyles";"61";"0";"1600";"78.48";"3.89";"http://hairstylefoto.com/1940-hairstyles-long-hair/";"0.00";"0.00";"0.08";"583000";"0.84,1.00,1.00,0.68,0.68,0.68,0.84,1.00,1.00,0.84,0.84,0.84";"1484339847"
"prom hair long down";"36";"35";"30";"78.15";"0.00";"http://hairstylefoto.com/prom-hairstyles-for-long-hair-half-up-half-down/";"0.00";"0.00";"0.13";"160000000";"0.78,1.00,0.78,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.22,0.33";"1483145510"
"razor cuts for long hair";"60";"38";"30";"79.04";"0.17";"http://hairstylefoto.com/razor-cut-hairstyles-long-hair/";"0.00";"0.00";"0.16";"651000";"0.57,0.43,0.14,0.29,1.00,1.00,0.29,0.43,0.29,0.43,0.43,0.43";"1484757016"
"haircuts for long hair over 50";"58";"0";"70";"85.18";"1.69";"http://hairstylefoto.com/best-long-hairstyles-for-women-over-50/";"0.00";"0.00";"0.36";"38500000";"0.56,0.33,0.78,0.22,0.78,1.00,0.44,0.44,0.11,0.78,0.78,0.78";"1481989257"
"styles for a short bob";"94";"0";"40";"86.01";"0.00";"http://hairstylefoto.com/style-short-bob-hair/";"0.00";"0.00";"0.01";"28600000";"1.00,0.33,0.78,0.22,0.78,0.22,0.44,0.44,0.11,0.78,0.78,0.78";"1482421940"
"hairstyles for medium curly frizzy hair";"71";"0";"90";"89.25";"0.00";"http://hairstylefoto.com/short-hairstyles-for-thick-curly-frizzy-hair/";"0.00";"0.00";"0.14";"995000";"0.44,0.11,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.11,0.11";"1481927589"
"black hair copper highlights";"53";"51";"40";"84.81";"0.00";"http://hairstylefoto.com/black-hair-with-copper-highlights/";"0.00";"0.00";"0.14";"3150000";"0.57,0.71,0.43,0.57,0.57,0.43,0.71,0.71,0.43,0.71,1.00,0.57";"1483079657"
"young mens hairstyle";"90";"0";"20";"81.80";"0.00";"http://hairstylefoto.com/short-hairstyles-for-young-men/";"0.00";"0.00";"0.00";"2360000";"0.67,0.33,0.33,1.00,1.00,0.33,0.33,0.33,0.33,1.00,0.67,0.67";"1484501979"
"party hairstyles for long hair 2012";"15";"13";"10";"87.56";"0.00";"http://hairstylefoto.com/party-hairstyles-for-long-hair-easy/";"0.00";"0.00";"0.00";"3890000";"1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00";"1484597158"
"bob square face";"60";"60";"20";"85.22";"0.00";"http://hairstylefoto.com/short-bob-hairstyles-for-square-faces/";"0.00";"0.00";"0.38";"2490000";"0.67,0.67,0.67,0.67,0.67,0.67,1.00,1.00,0.67,1.00,0.67,0.67";"1484456382"
"short hairstyle pinterest";"42";"39";"20";"99.68";"0.00";"http://hairstylefoto.com/pinterest-short-hairstyles-for-thick-hair/";"0.00";"0.00";"0.02";"6270000";"0.67,0.67,0.67,0.67,0.67,0.33,0.33,1.00,0.33,0.67,0.33,0.67";"1484396415"
"choppy haircut";"42";"42";"590";"84.08";"0.08";"http://hairstylefoto.com/short-choppy-haircut/";"0.00";"0.00";"0.03";"714000";"0.32,0.32,0.32,0.72,0.48,0.48,0.39,0.48,0.72,1.00,1.00,0.59";"1484359348"
"short natural pin up hairstyles";"100";"0";"70";"79.97";"0.00";"http://hairstylefoto.com/pin-up-updo-hairstyles-for-long-hair/";"0.00";"0.00";"0.11";"14400000";"0.71,0.29,0.57,0.14,0.57,0.14,0.29,0.43,1.00,0.57,0.57,0.71";"1482043790"
"best hairstyles for women with long faces";"57";"0";"10";"86.50";"0.00";"http://hairstylefoto.com/best-hairstyle-for-thin-hair-long-face/";"0.00";"0.00";"0.02";"1510000";"0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50";"1482438571"
"short pixie cut for black women";"92";"0";"30";"79.79";"0.09";"http://hairstylefoto.com/short-pixie-black-hairstyles/";"0.00";"0.00";"0.07";"2200000";"0.60,0.60,1.00,1.00,1.00,0.60,0.60,0.60,0.40,0.60,0.40,0.60";"1483163318"
"black and highlights hairstyles";"28";"0";"30";"82.15";"0.00";"http://hairstylefoto.com/black-hair-with-red-highlights-hairstyles/";"0.00";"0.00";"0.00";"5030000";"0.80,1.00,0.60,0.40,0.60,0.60,0.80,0.20,0.40,0.40,0.60,0.40";"1483136052"
"black male hairstyles fade";"43";"0";"70";"75.00";"0.00";"http://hairstylefoto.com/black-male-fade-hairstyles/";"0.00";"0.00";"0.00";"18900000";"0.33,0.11,0.78,0.22,0.78,1.00,0.44,1.00,0.44,0.22,0.22,0.11";"1482113175"
"prom short hair";"66";"0";"170";"80.51";"0.00";"http://hairstylefoto.com/prom-hairstyles-for-short-hair-tumblr/";"0.00";"0.00";"0.05";"28300000";"0.44,1.00,0.66,0.12,0.05,0.03,0.05,0.07,0.12,0.12,0.24,0.29";"1482815547"
"men wedding hairstyle";"59";"54";"10";"75.83";"0.00";"http://hairstylefoto.com/men-wedding-hairstyle/";"0.00";"0.00";"0.00";"7390000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1484676981"
"ebony hair cuts";"47";"0";"70";"84.52";"1.72";"http://hairstylefoto.com/ebony-hairstyles-for-long-hair/";"0.00";"0.00";"0.07";"18500000";"0.33,1.00,0.44,0.11,0.44,0.11,0.78,0.78,0.22,0.44,0.44,0.44";"1481985154"
"indian long hair photos";"78";"0";"90";"87.99";"0.00";"http://hairstylefoto.com/indian-ladies-hairstyles-for-long-hair/";"0.00";"0.00";"0.00";"9010000";"0.22,1.00,0.11,0.44,0.11,0.78,0.78,0.78,0.33,0.11,0.11,0.33";"1481912637"
"pin up hair short";"78";"0";"40";"78.30";"0.00";"http://hairstylefoto.com/short-pin-up-hairstyles-black-hair/";"0.00";"0.00";"0.02";"6440000";"0.57,0.57,0.57,0.43,0.43,0.43,0.43,1.00,0.43,0.29,0.29,0.43";"1483084800"
"bobs for thin hair";"41";"44";"480";"84.44";"5.58";"http://hairstylefoto.com/short-bob-for-thin-hair/";"0.00";"0.00";"0.07";"769000";"0.66,0.81,0.66,0.44,0.81,0.81,0.81,1.00,1.00,1.00,1.00,1.00";"1484360510"
"short haircuts for receding hairlines";"44";"39";"20";"76.20";"0.00";"http://hairstylefoto.com/short-hairstyles-for-receding-hairline/";"0.00";"0.00";"0.02";"68000";"0.20,0.60,1.00,0.20,0.60,0.20,0.20,0.20,0.20,1.00,0.80,0.80";"1484858985"
"perms for very short hair";"54";"39";"140";"80.50";"0.57";"http://hairstylefoto.com/perms-for-short-hair/";"0.00";"0.00";"0.67";"3320000";"0.06,0.06,0.03,0.08,0.03,0.16,0.44,1.00,0.24,0.16,0.16,0.24";"1485205608"
"cute wedding hairstyles for bridesmaids";"81";"52";"40";"89.54";"0.00";"http://hairstylefoto.com/cute-wedding-hairstyles-for-bridesmaids/";"0.00";"0.00";"0.01";"7120000";"0.56,0.33,0.33,0.44,0.33,0.56,1.00,0.78,0.11,0.11,0.11,0.22";"1482765948"
"hot new hairstyles";"67";"0";"110";"88.04";"1.27";"http://hairstylefoto.com/hot-new-hairstyles-for-long-hair/";"0.00";"0.00";"0.17";"69900000";"0.65,1.00,0.41,0.82,0.82,1.00,0.65,0.41,0.65,0.41,0.82,0.65";"1482864118"
"short permed hair pictures";"74";"70";"20";"84.87";"0.00";"http://hairstylefoto.com/short-curly-permed-hairstyles/";"0.00";"0.00";"0.33";"537000";"0.20,0.20,0.20,0.20,0.20,0.20,0.40,1.00,0.80,0.20,0.20,0.40";"1484971872"
"short natural grey hairstyles";"56";"0";"50";"81.15";"2.21";"http://hairstylefoto.com/short-grey-hairstyles-for-women-over-50/";"0.00";"0.00";"0.12";"25100000";"0.44,0.11,0.56,0.22,0.56,0.22,1.00,1.00,0.33,0.56,0.56,0.56";"1482129416"
"boy with brown hair and brown eyes";"25";"19";"90";"89.01";"0.00";"http://hairstylefoto.com/boy-with-brown-hair-and-brown-eyes/";"0.00";"0.00";"0.04";"42400000";"0.79,0.79,0.64,0.64,0.64,0.50,0.50,0.50,0.50,0.79,1.00,0.79";"1482892303"
"wedding high bun";"38";"43";"20";"77.42";"0.00";"http://hairstylefoto.com/wedding-high-bun-hairstyles/";"0.00";"0.00";"0.16";"4190000";"1.00,0.67,0.33,1.00,0.67,1.00,0.67,0.67,0.67,0.33,0.67,1.00";"1484452561"
"boys hairstyles short";"35";"31";"30";"75.36";"0.00";"http://hairstylefoto.com/boy-hairstyles-for-short-hair/";"0.00";"0.00";"0.03";"33100000";"0.50,0.75,0.75,0.75,1.00,1.00,0.50,0.50,0.50,0.50,0.75,0.75";"1483103974"
"hairstyles for indian womens";"49";"23";"20";"81.10";"0.12";"http://hairstylefoto.com/short-hairstyles-for-indian-women/";"0.00";"0.00";"0.13";"1870000";"0.33,0.67,1.00,0.67,0.33,0.33,1.00,0.33,0.67,0.67,0.33,0.67";"1485175491"
"short red scene hair";"65";"0";"40";"85.14";"0.00";"http://hairstylefoto.com/scene-short-haircuts/";"0.00";"0.00";"0.20";"6440000";"1.00,1.00,0.80,1.00,0.60,1.00,0.80,0.60,0.40,0.60,0.20,0.40";"1483066109"
"african american updo";"61";"34";"70";"79.82";"0.00";"http://hairstylefoto.com/updo-hairstyles-for-short-african-american-hair/";"0.00";"0.00";"0.03";"761000";"0.82,1.00,0.82,1.00,0.82,0.64,0.64,0.45,0.45,0.64,0.64,0.64";"1482919919"
"short black hairstyles for 2013";"66";"0";"10";"80.60";"0.00";"http://hairstylefoto.com/short-black-hair-ombre/";"0.00";"0.00";"0.00";"36400000";"1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00";"1484615778"
"pixie haircut straight hair";"64";"75";"90";"80.87";"0.00";"http://hairstylefoto.com/short-pixie-haircuts-for-straight-hair/";"0.00";"0.00";"0.06";"2340000";"0.57,0.71,0.14,0.57,0.14,1.00,0.43,1.00,0.43,0.71,0.71,0.71";"1485329159"
"roll hairstyles";"68";"35";"20";"83.87";"0.00";"http://hairstylefoto.com/roll-hairstyles-long-hair/";"0.00";"0.00";"0.00";"1050000";"0.43,0.57,1.00,0.29,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14";"1484969819"
"new hairstyles for indian women";"35";"42";"10";"82.40";"0.00";"http://hairstylefoto.com/latest-hairstyles-for-long-hair-in-indian/";"0.00";"0.00";"0.30";"2310000";"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00";"1484617509"
"pakistani hairstyle for long hair";"37";"0";"50";"77.26";"0.00";"http://hairstylefoto.com/pakistani-hairstyles-for-long-hair/";"0.00";"0.00";"0.14";"2940000";"0.44,0.78,0.33,1.00,0.33,0.22,0.56,0.56,0.11,0.33,0.33,0.33";"1482233285"
"black boys with blonde hair";"26";"22";"90";"83.14";"0.00";"http://hairstylefoto.com/black-boys-with-blonde-hair/";"0.00";"0.00";"0.05";"4410000";"0.36,0.50,0.50,0.64,0.50,1.00,0.50,0.64,0.50,0.64,0.64,0.50";"1482902844"
"easy hairstyles for thick long hair";"35";"0";"90";"84.04";"0.79";"http://hairstylefoto.com/cute-easy-hairstyles-for-long-thick-hair/";"0.00";"0.00";"0.06";"6000000";"0.79,0.50,0.79,0.64,0.79,0.79,0.64,0.79,0.50,0.64,1.00,0.79";"1482891048"
"big curls for long hair";"78";"0";"140";"84.34";"0.00";"http://hairstylefoto.com/big-curls-long-hairstyles/";"0.00";"0.00";"0.09";"11500000";"0.54,0.65,1.00,1.00,0.27,0.42,1.00,0.54,0.35,0.54,0.27,0.35";"1482826818"
"hairstyle for party short hair";"48";"0";"10";"84.41";"0.00";"http://hairstylefoto.com/christmas-party-hairstyles-for-short-hair/";"0.00";"0.00";"0.09";"1560000";"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00";"1484548043"
"ombre on black girls";"17";"18";"50";"83.08";"0.00";"http://hairstylefoto.com/black-girls-with-ombre-hair/";"0.00";"0.00";"0.02";"4610000";"0.71,1.00,1.00,1.00,1.00,0.71,0.71,0.57,0.29,0.57,0.71,0.57";"1482978114"
"prom updos for long thick hair";"65";"0";"50";"82.86";"0.00";"http://hairstylefoto.com/updos-for-long-hair-prom/";"0.00";"0.00";"0.16";"2810000";"0.15,0.04,0.10,0.02,0.10,0.02,0.54,1.00,0.19,0.02,0.10,0.10";"1482227051"
"asian women haircut";"33";"0";"50";"86.50";"0.00";"http://hairstylefoto.com/long-hairstyles-for-asian-women/";"0.00";"0.00";"0.02";"17900000";"1.00,1.00,1.00,1.00,1.00,1.00,0.80,1.00,0.80,1.00,0.80,1.00";"1482976652"
"easy bridal hair";"54";"54";"30";"78.91";"0.00";"http://hairstylefoto.com/easy-bridal-hairstyles-for-long-hair/";"0.00";"0.00";"0.01";"3360000";"0.20,0.40,0.40,0.20,0.60,1.00,0.80,1.00,0.60,0.40,0.80,0.60";"1483110919"
"wavy curls long hair";"73";"99";"110";"87.05";"0.00";"http://hairstylefoto.com/wavy-curls-long-hair/";"0.00";"0.00";"0.15";"728000";"0.12,0.34,1.00,0.53,0.34,0.81,0.16,0.16,0.09,0.12,0.28,0.34";"1482883204"
"short haircuts for over 50s";"56";"26";"10";"82.15";"0.00";"http://hairstylefoto.com/short-hairstyles-over-50s/";"0.00";"0.00";"0.00";"454000";"1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00";"1485116648"
"short layered bob for black women";"54";"73";"20";"82.98";"0.00";"http://hairstylefoto.com/layered-bob-hairstyles-for-black-women/";"0.00";"0.00";"0.00";"1620000";"0.67,0.67,0.67,1.00,1.00,1.00,0.33,0.33,0.33,0.67,1.00,0.67";"1484962702"
"dread styles for women";"67";"52";"210";"84.89";"0.06";"http://hairstylefoto.com/short-dread-styles-for-men/";"0.00";"0.00";"0.09";"605000";"0.34,0.81,0.66,0.81,0.66,0.81,0.81,0.66,0.81,0.66,0.81,1.00";"1482793352"
"very short hair for men";"75";"0";"10";"72.57";"0.00";"http://hairstylefoto.com/top-short-hairstyles-for-men/";"0.00";"0.00";"0.03";"10200000";"1.00,1.00,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,1.00";"1484547790"
"anime guy hairstyle";"59";"73";"70";"67.15";"0.00";"http://hairstylefoto.com/anime-boy-hairstyles/";"0.00";"0.00";"0.00";"6880000";"0.10,0.10,0.19,0.33,0.05,0.33,0.81,1.00,0.33,0.10,0.10,0.10";"1482956590"
"medium short layered haircuts";"30";"0";"260";"83.12";"0.00";"http://hairstylefoto.com/short-layered-medium-length-hair/";"0.00";"0.00";"0.06";"1440000";"0.66,0.66,0.29,0.15,0.15,0.44,0.44,1.00,0.66,0.29,0.29,0.24";"1482783214"
"micro braids hairstyles tumblr";"53";"0";"90";"70.50";"0.00";"http://hairstylefoto.com/micro-braids-wedding-hairstyles/";"0.00";"0.00";"0.18";"991000";"0.44,1.00,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,1.00";"1485374772"
"27 piece hairstyles short";"67";"38";"20";"64.47";"0.86";"http://hairstylefoto.com/long-27-piece-quick-weave-hairstyles/";"0.00";"0.00";"0.45";"0";"0.20,0.20,0.20,0.40,0.20,0.20,0.20,0.20,0.20,0.40,1.00,1.00";"1484835842"
"long black sew in hairstyles";"19";"0";"50";"74.68";"0.42";"http://hairstylefoto.com/black-curly-sew-in-hairstyles/";"0.00";"0.00";"0.23";"52900000";"0.56,0.44,0.44,0.56,0.56,0.78,0.56,0.78,0.56,0.56,0.56,1.00";"1482966197"
"handsome black men photos";"71";"82";"20";"87.85";"0.00";"http://hairstylefoto.com/most-handsome-black-men/most-handsome-black-men-photo-1/";"0.00";"0.00";"0.12";"18500000";"0.67,0.67,0.67,1.00,0.67,0.67,0.33,0.67,0.33,0.33,1.00,0.67";"1484514952"
"short bob curls";"34";"32";"70";"84.93";"0.00";"http://hairstylefoto.com/short-bob-hairstyles-with-curls/";"0.00";"0.00";"0.05";"1050000";"0.56,0.78,0.56,0.44,0.56,0.78,0.78,0.78,0.78,1.00,0.56,0.78";"1482958127"
"short medium length haircuts";"55";"50";"140";"81.34";"0.00";"http://hairstylefoto.com/short-layered-shoulder-length-haircuts/";"0.00";"0.00";"0.07";"3550000";"0.42,0.42,0.42,0.65,0.65,1.00,0.35,0.42,0.54,0.35,0.42,0.42";"1482827759"
"short shaved hairstyles tumblr";"65";"42";"20";"53.06";"0.00";"http://hairstylefoto.com/black-short-shaved-hairstyles/";"0.00";"0.00";"0.13";"1600000";"1.00,0.29,0.29,0.43,0.29,0.29,0.14,0.14,0.29,0.14,0.29,0.14";"1484834159"
"men hair types chart";"45";"0";"90";"73.51";"0.00";"http://hairstylefoto.com/black-natural-hair-types-chart/";"0.00";"0.00";"0.00";"9020000";"0.44,1.00,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,1.00";"1485375951"
"wavy hairstyles black hair";"23";"31";"90";"81.54";"0.00";"http://hairstylefoto.com/wavy-hairstyles-black-hair/";"0.00";"0.00";"0.05";"8890000";"0.79,0.64,0.64,0.64,0.79,1.00,0.50,0.50,0.29,0.64,0.64,0.36";"1482907833"
"back of short haircut";"38";"53";"70";"79.83";"0.00";"http://hairstylefoto.com/short-hair-cuts-front-and-back/";"0.00";"0.00";"0.09";"3420000";"0.14,0.14,0.19,0.19,0.24,0.33,0.52,1.00,0.19,0.14,0.24,0.24";"1482915767"
"black bridal hair styles";"72";"0";"10";"88.57";"0.00";"http://hairstylefoto.com/black-bridal-hair-styles/";"0.00";"0.00";"0.00";"4460000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1484723834"
"lazy hairstyles for short hair";"32";"43";"170";"89.30";"0.17";"http://hairstylefoto.com/lazy-hairstyles-for-long-hair/";"0.00";"0.00";"0.01";"11000000";"0.81,0.81,0.65,0.35,0.27,0.65,0.65,0.42,0.54,0.65,0.65,1.00";"1482813357"
"black hairstyles 2012 braids";"29";"27";"10";"79.19";"0.00";"http://hairstylefoto.com/black-braids-hairstyles-2012/";"0.00";"0.00";"0.00";"15300000";"1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00";"1484568869"
"sassy haircuts for women over 50";"46";"38";"70";"80.94";"0.20";"http://hairstylefoto.com/short-sassy-haircuts-for-fine-hair/";"0.00";"0.00";"0.33";"2750000";"0.56,0.78,0.78,0.78,0.78,0.56,0.78,0.44,0.56,0.56,1.00,0.78";"1482955216"
"haircut for round face 2014";"44";"0";"10";"84.49";"0.00";"http://hairstylefoto.com/short-haircut-for-round-face-2014/";"0.00";"0.00";"0.00";"7300000";"1.00,0.29,0.14,0.14,0.14,0.14,0.14,0.14,0.00,0.00,0.14,0.00";"1482470771"
"2014 short hair styles";"53";"0";"10";"79.51";"0.00";"http://hairstylefoto.com/short-hairstyles-for-women-2014/";"0.00";"0.00";"0.00";"6270000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00";"1482562560"
"shaved girls hairstyles";"30";"32";"10";"81.93";"0.00";"http://hairstylefoto.com/short-shaved-hairstyles-for-girls/";"0.00";"0.00";"0.16";"14000000";"0.50,0.50,0.50,0.50,1.00,1.00,0.50,1.00,0.50,0.50,0.50,0.50";"1484611763"
"medium hairstyles for wavy hair and round face";"57";"0";"10";"86.27";"0.00";"http://hairstylefoto.com/short-hairstyles-for-round-faces-wavy-hair/";"0.00";"0.00";"0.01";"2100000";"0.67,1.00,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.33";"1484628000"
"bots haircuts";"93";"0";"90";"79.35";"0.00";"http://hairstylefoto.com/haircuts-for-boys/";"0.00";"0.00";"0.05";"3820000";"0.57,0.71,0.14,0.57,0.14,1.00,0.43,1.00,0.43,0.71,0.71,0.71";"1481954815"
"braided flower girl hairstyles";"23";"23";"10";"79.43";"0.00";"http://hairstylefoto.com/braided-flower-girl-hairstyles/";"0.00";"0.00";"0.01";"881000";"0.50,0.50,0.50,1.00,1.00,1.00,1.00,0.50,0.50,0.50,0.50,1.00";"1484556918"
"haircut for women long hair";"48";"31";"30";"83.83";"0.00";"http://hairstylefoto.com/haircuts-for-women-with-long-hair/";"0.00";"0.00";"0.07";"1780000";"0.40,0.40,0.20,0.20,0.60,1.00,0.80,0.40,0.40,0.60,1.00,0.80";"1484753007"
"best haircuts for long fine hair";"56";"56";"40";"85.43";"0.00";"http://hairstylefoto.com/best-haircuts-for-long-thin-hair/";"0.00";"0.00";"0.24";"2090000";"0.60,0.80,0.60,0.60,0.60,0.80,0.60,1.00,0.80,0.60,0.80,0.80";"1483072573"
"african braids hairstyles for wedding";"52";"25";"20";"81.04";"0.03";"http://hairstylefoto.com/african-braids-hairstyles-for-wedding/";"0.00";"0.00";"0.09";"739000";"0.50,0.50,0.75,0.75,1.00,0.75,1.00,0.75,0.50,0.25,0.25,0.50";"1485042676"
"how to do a pixie cut on black hair";"87";"0";"40";"86.86";"0.13";"http://hairstylefoto.com/pixie-cut-for-black-hair/";"0.00";"0.00";"0.09";"12700000";"0.71,0.71,0.43,1.00,0.43,0.29,0.14,0.57,0.14,1.00,1.00,0.71";"1482408170"
"medium hair braids";"80";"77";"210";"77.17";"0.00";"http://hairstylefoto.com/black-braided-hairstyles-for-medium-hair/";"0.00";"0.00";"0.05";"874000";"0.81,1.00,1.00,1.00,1.00,1.00,0.81,0.81,0.81,0.81,1.00,1.00";"1482785335"
"great long hair";"95";"0";"90";"89.89";"0.00";"http://hairstylefoto.com/great-hairstyles-for-long-hair/";"0.00";"0.00";"0.06";"78100000";"0.44,0.78,0.56,0.22,0.56,1.00,1.00,1.00,0.33,0.56,0.56,0.33";"1481925155"
"1920s updos for long hair";"19";"14";"50";"76.34";"0.00";"http://hairstylefoto.com/1920s-hairstyles-long-hair-updos/";"0.00";"0.00";"0.01";"618000";"0.18,0.64,0.64,0.18,0.18,0.45,0.45,1.00,0.18,0.18,0.18,0.64";"1482973656"
"short textured hair cuts";"22";"27";"10";"76.15";"0.09";"http://hairstylefoto.com/short-textured-haircut/";"0.00";"0.00";"0.17";"2030000";"0.67,0.33,0.67,0.67,0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33";"1482429535"
"shortcut hairstyles for black women";"20";"28";"20";"78.36";"0.00";"http://hairstylefoto.com/short-cut-hairstyles-black-women/";"0.00";"0.00";"0.06";"5800000";"0.33,0.67,0.67,0.33,0.67,0.67,1.00,0.33,0.33,0.33,0.33,0.33";"1484446746"
"curly casual hairstyles";"36";"33";"10";"89.91";"0.00";"http://hairstylefoto.com/casual-hairstyles-for-long-curly-hair/";"0.00";"0.00";"0.00";"7190000";"0.50,0.50,1.00,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50";"1484676525"
"women's professional hairstyles";"53";"52";"110";"87.33";"0.00";"http://hairstylefoto.com/professional-long-hairstyles/";"0.00";"0.00";"0.01";"661000";"0.08,0.02,0.19,0.08,0.19,0.19,0.10,0.04,0.10,0.06,0.06,1.00";"1485213697"
"girls haircuts for thick hair";"50";"62";"10";"82.16";"0.00";"http://hairstylefoto.com/short-haircuts-thick-hair/";"0.00";"0.00";"0.05";"714000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1484709171"
"fast and easy updos";"57";"53";"70";"91.19";"0.00";"http://hairstylefoto.com/quick-and-easy-updos-for-long-hair/";"0.00";"0.00";"0.03";"774000";"0.82,0.82,1.00,0.64,0.82,0.64,0.45,0.64,0.45,0.64,0.45,0.27";"1482930077"
"down curly wedding hairstyles";"31";"25";"40";"78.41";"0.00";"http://hairstylefoto.com/down-curly-wedding-hairstyles/";"0.00";"0.00";"0.00";"4840000";"0.71,1.00,0.43,0.71,1.00,0.57,0.71,0.71,0.43,0.29,0.43,0.29";"1483059057"
"sew in weave short hair";"35";"29";"40";"82.01";"0.37";"http://hairstylefoto.com/sew-in-weave-for-short-hair/";"0.00";"0.00";"0.88";"639000";"1.00,1.00,0.80,0.60,1.00,0.60,0.80,0.60,0.20,0.80,0.40,1.00";"1483081768"
"latest boys haircut";"25";"25";"10";"77.72";"0.00";"http://hairstylefoto.com/latest-boys-haircuts/";"0.00";"0.00";"0.00";"2090000";"0.67,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.33,1.00,0.33,0.33";"1484666975"
"long bangs on long hair";"94";"0";"20";"86.48";"0.00";"http://hairstylefoto.com/hairstyles-for-bangs-and-long-hair/";"0.00";"0.00";"0.00";"7880000";"0.67,0.67,0.33,0.67,0.67,0.67,0.67,0.33,0.67,0.33,0.67,1.00";"1485070355"
"2014 boy haircuts";"21";"0";"10";"69.78";"0.00";"http://hairstylefoto.com/2014-boy-haircuts/";"0.00";"0.00";"0.00";"9500000";"1.00,0.50,0.25,0.25,0.25,0.50,0.25,0.25,0.00,0.25,0.25,0.25";"1484547136"
"short funky bobs";"53";"0";"20";"82.29";"0.00";"http://hairstylefoto.com/short-funky-hairstyles-for-fine-hair/";"0.00";"0.00";"0.00";"1500000";"0.20,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.40,1.00";"1485044557"
"short bobs for black girls";"34";"0";"40";"79.67";"0.00";"http://hairstylefoto.com/short-bobs-for-black-women/";"0.00";"0.00";"0.02";"2040000";"0.12,0.10,0.10,0.03,0.10,0.03,0.01,1.00,0.06,0.10,0.10,0.04";"1482424496"
"boy with curly blonde hair";"99";"0";"90";"85.65";"0.00";"http://hairstylefoto.com/short-curly-blonde-hairstyles/";"0.00";"0.00";"0.00";"981000";"0.44,0.22,0.22,0.56,0.22,0.78,1.00,0.33,1.00,0.56,0.56,0.22";"1481954731"
"weave ponytail hairstyles with bangs";"21";"29";"140";"73.20";"0.23";"http://hairstylefoto.com/black-ponytail-hairstyles-with-bangs/";"0.00";"0.00";"0.43";"938000";"0.67,1.00,0.67,0.81,0.52,0.81,0.81,0.67,0.81,0.67,0.52,0.43";"1482834233"
