Keyword;Search Volume;Keyword Difficulty Index;CPC;Url;Traffic Cost (%);Competition;Number of Results;Trends
"handsome black boys";"140";"84.97";"0.11";"http://hairstylefoto.com/most-handsome-black-men/";"0.00";"0.05";"6940000";"0.65,0.65,0.82,0.82,1.00,0.82,0.53,0.65,0.65,0.82,1.00,0.65"
"short haircut styles for women with thin hair";"20";"83.61";"0.00";"http://hairstylefoto.com/short-haircut-styles-for-thin-hair/";"0.00";"0.40";"3450000";"0.67,0.67,1.00,0.33,0.67,0.67,1.00,0.67,0.33,0.33,0.33,0.33"
"fohawk hair cut";"50";"77.03";"0.00";"http://hairstylefoto.com/short-fohawk-haircut/";"0.00";"0.00";"344000";"0.71,0.71,0.71,1.00,0.71,0.71,0.43,0.71,0.71,0.71,0.43,0.57"
"hairstyles for straight hair and round face";"10";"85.88";"0.00";"http://hairstylefoto.com/hairstyle-for-long-straight-hair-round-face/";"0.00";"0.06";"6950000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"beehive hairstyles for short hair";"90";"81.98";"0.00";"http://hairstylefoto.com/beehive-hairstyles-for-long-hair/";"0.00";"0.49";"699000";"0.44,0.78,0.56,0.22,0.56,1.00,1.00,1.00,0.33,0.56,0.56,0.33"
"short shag";"590";"82.55";"0.30";"http://hairstylefoto.com/short-layered-shag-haircut/";"0.00";"0.09";"4560000";"1.00,1.00,1.00,0.82,0.67,0.82,0.82,0.82,0.67,0.67,0.82,0.82"
"short hairstyles for toddler girl";"90";"81.15";"8.49";"http://hairstylefoto.com/black-toddler-girl-hairstyles/";"0.00";"0.03";"2950000";"0.06,0.04,0.07,0.36,0.15,1.00,0.04,0.06,0.12,0.07,0.07,0.10"
"jessica alba bob 2014";"10";"89.61";"0.00";"http://hairstylefoto.com/jessica-alba-long-bob-hairstyle/";"0.00";"0.00";"3040000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00"
"ombré hair caramel";"720";"73.74";"0.25";"http://hairstylefoto.com/ombre-hair-black-to-caramel/";"0.00";"0.16";"1480000";"1.00,0.15,0.24,0.54,0.24,0.19,0.15,0.19,0.82,0.54,0.54,0.29"
"ten year old hairstyles";"70";"84.67";"0.00";"http://hairstylefoto.com/cute-ten-year-old-boys/";"0.00";"0.03";"2440000";"0.56,0.44,1.00,0.33,1.00,1.00,0.22,0.56,0.22,0.44,0.44,0.44"
"grad hair";"20";"79.71";"0.00";"http://hairstylefoto.com/grad-hairstyles-for-long-hair/";"0.00";"0.00";"18300000";"0.22,0.22,1.00,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11"
"pixie haircuts for thick hair";"390";"74.50";"0.15";"http://hairstylefoto.com/short-pixie-haircuts-for-thick-hair/";"0.00";"0.09";"3000000";"0.54,1.00,1.00,0.81,0.44,0.66,1.00,1.00,0.36,0.29,0.44,0.66"
"natural hairstyles for fine hair";"90";"72.23";"2.30";"http://hairstylefoto.com/short-bob-hairstyles-fine-hair/";"0.00";"0.30";"1970000";"0.65,0.82,0.65,1.00,0.24,0.41,0.41,0.29,0.29,0.41,0.29,0.24"
"skater girl haircut";"70";"71.95";"0.00";"http://hairstylefoto.com/short-skater-hairstyles-for-guys/";"0.00";"0.00";"766000";"0.64,0.64,0.79,0.64,1.00,0.79,0.21,0.14,0.21,0.29,0.14,0.21"
"medium angled bob haircut";"30";"82.81";"0.00";"http://hairstylefoto.com/long-angled-bob-haircut/";"0.00";"0.07";"0";"0.78,0.33,1.00,0.33,0.22,0.22,0.11,0.44,0.22,0.22,0.33,0.22"
"short to medium length hairstyles for thick wavy hair";"20";"86.85";"0.00";"http://hairstylefoto.com/short-to-medium-length-hairstyles-for-thick-hair/";"0.00";"0.06";"1860000";"0.67,1.00,0.67,1.00,0.33,0.33,0.67,0.67,0.33,0.33,0.33,0.33"
"short to medium length hairstyles for thick wavy hair";"20";"86.85";"0.00";"http://hairstylefoto.com/short-to-medium-length-hairstyles-for-thick-wavy-hair/";"0.00";"0.06";"1860000";"0.67,1.00,0.67,1.00,0.33,0.33,0.67,0.67,0.33,0.33,0.33,0.33"
"bob hairstyles 2015";"6600";"81.92";"0.53";"http://hairstylefoto.com/short-bob-hairstyles-2015/";"0.00";"0.15";"18300000";"0.37,1.00,0.13,0.07,0.07,0.13,0.16,0.20,0.06,0.05,0.05,0.05"
"short ombre hair cuts";"30";"82.27";"0.00";"http://hairstylefoto.com/short-ombre-hair-cuts/";"0.00";"0.01";"3070000";"0.80,0.60,0.80,0.40,1.00,0.60,0.40,0.60,0.60,0.80,0.60,0.40"
"short hairstyles curly hair round face";"70";"84.35";"0.00";"http://hairstylefoto.com/short-hairstyles-for-round-faces-and-thick-curly-hair/";"0.00";"0.12";"9230000";"0.33,0.56,0.56,0.22,0.56,0.11,1.00,0.44,1.00,0.22,0.22,0.56"
"african american hair bobs";"70";"86.26";"0.12";"http://hairstylefoto.com/short-bob-hairstyles-for-african-american/";"0.00";"0.93";"3160000";"0.64,0.45,0.45,0.45,0.45,0.45,0.82,0.82,0.64,0.82,1.00,0.82"
"hairstyles 2014 for mens";"10";"80.25";"0.00";"http://hairstylefoto.com/older-mens-long-hairstyles-2014/";"0.00";"0.00";"5260000";"0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
"tumblr short black hair";"90";"57.61";"0.00";"http://hairstylefoto.com/black-girl-short-hairstyles-tumblr/";"0.00";"0.00";"6150000";"0.44,0.11,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.11"
"short hairstyles at the back";"10";"83.78";"0.00";"http://hairstylefoto.com/short-haircuts-front-and-back/";"0.00";"0.00";"4140000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00"
"razor hairstyles";"40";"80.80";"0.00";"http://hairstylefoto.com/short-razor-cut-hairstyles/";"0.00";"0.48";"736000";"1.00,0.57,1.00,0.71,0.57,0.57,0.29,0.14,0.43,0.43,0.43,0.43"
"short wigs for older women";"90";"71.36";"1.37";"http://hairstylefoto.com/short-wigs-for-black-women/";"0.00";"1.00";"1090000";"0.44,0.78,0.11,0.56,0.11,1.00,0.33,1.00,0.33,0.56,0.56,0.78"
"layered long bobs";"30";"86.21";"0.00";"http://hairstylefoto.com/layered-long-bob-hairstyles/";"0.00";"0.02";"9100000";"1.00,0.75,0.75,0.50,0.75,0.75,1.00,1.00,0.75,0.75,0.75,1.00"
"kid hairstyles boy";"110";"77.40";"0.13";"http://hairstylefoto.com/kid-hairstyles-for-boys/";"0.00";"0.12";"3320000";"0.41,0.41,0.41,0.53,0.53,0.82,0.82,0.82,0.65,0.53,1.00,1.00"
"hairstyle for older men";"10";"78.67";"8.76";"http://hairstylefoto.com/long-hairstyles-for-older-men/";"0.00";"0.41";"1760000";"0.50,0.50,1.00,0.50,0.50,0.50,0.50,1.00,1.00,1.00,1.00,0.50"
"easy hairstyles for medium hair youtube";"10";"99.93";"0.00";"http://hairstylefoto.com/cute-hairstyles-for-long-hair-youtube/";"0.00";"0.00";"2700000";"0.50,0.50,1.00,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
"bridal headpieces for short hair";"40";"83.93";"0.61";"http://hairstylefoto.com/wedding-headpieces-for-short-hair/";"0.00";"0.88";"1420000";"0.43,0.43,0.71,0.57,0.43,0.71,0.71,0.57,0.43,0.57,1.00,0.71"
"pictures of side buns hairstyles";"40";"85.32";"0.03";"http://hairstylefoto.com/side-buns-hairstyles-for-weddings/";"0.00";"0.17";"7370000";"1.00,0.78,0.78,0.22,0.78,0.22,0.11,1.00,0.44,0.78,0.78,0.33"
"long front short back bob";"90";"73.64";"0.00";"http://hairstylefoto.com/short-haircuts-long-in-front-short-in-back/";"0.00";"0.00";"45300000";"0.44,0.78,0.56,0.22,0.56,1.00,1.00,1.00,0.33,0.56,0.56,0.33"
"black natural hairstyles photos";"10";"84.37";"0.00";"http://hairstylefoto.com/short-natural-hairstyles-for-black-women-pictures/";"0.00";"0.58";"4650000";"0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
"ponytail hairstyles kids";"20";"94.77";"0.00";"http://hairstylefoto.com/black-kids-ponytail-hairstyles/";"0.00";"0.00";"2950000";"0.33,0.33,0.67,0.33,1.00,0.67,0.67,0.33,0.33,0.67,0.67,0.33"
"short bob brunette hairstyles";"10";"82.88";"0.00";"http://hairstylefoto.com/short-bob-brunette-hairstyles/";"0.00";"0.01";"1500000";"0.50,0.50,0.50,1.00,1.00,0.50,1.00,1.00,0.50,0.50,0.50,0.50"
"short natural hairstyles for black women with thin hair";"70";"78.90";"0.00";"http://hairstylefoto.com/natural-hairstyles-for-black-women-with-thin-hair/";"0.00";"0.35";"11900000";"0.33,1.00,0.44,0.11,0.44,0.11,0.78,0.78,0.22,0.44,0.44,0.44"
"afro black hairstyles";"20";"84.39";"0.00";"http://hairstylefoto.com/afro-black-hairstyles/";"0.00";"0.02";"18300000";"1.00,0.33,0.33,0.33,0.33,0.67,1.00,0.67,0.67,0.67,0.67,0.33"
"long curly hairstyles with braids";"20";"86.67";"0.00";"http://hairstylefoto.com/long-curly-hairstyles-with-braids/";"0.00";"0.09";"7000000";"0.50,1.00,0.75,0.75,0.50,0.50,0.75,0.75,0.50,0.25,0.25,0.25"
"atlanta hairstyles";"170";"81.19";"1.06";"http://hairstylefoto.com/atlanta-black-hairstyles/";"0.00";"0.38";"20200000";"0.81,1.00,0.65,1.00,0.81,0.65,0.54,0.54,0.65,0.42,0.81,0.81"
"front and back images of short haircuts";"30";"84.17";"0.00";"http://hairstylefoto.com/haircuts-short-in-back-long-in-front-pictures/";"0.00";"0.14";"5000000";"0.80,1.00,0.60,0.40,0.40,0.60,0.40,0.40,0.40,0.60,0.40,0.40"
"layered wavy haircuts";"170";"84.18";"0.00";"http://hairstylefoto.com/long-layered-wavy-haircuts/";"0.00";"0.03";"807000";"0.67,0.67,0.81,0.81,0.81,1.00,0.67,0.67,0.67,0.67,0.67,0.52"
"short african american curly hairstyles";"20";"83.43";"0.00";"http://hairstylefoto.com/short-curly-hairstyles-for-african-american-hair/";"0.00";"0.03";"2480000";"0.60,1.00,0.20,0.60,0.60,0.40,0.40,0.40,0.20,0.40,0.60,0.60"
"black guys with curly hair";"320";"82.94";"0.00";"http://hairstylefoto.com/curly-hair-for-black-guys/";"0.00";"0.07";"2020000";"1.00,0.81,0.54,0.54,0.54,0.81,0.81,0.54,0.44,0.44,0.54,0.54"
"braided hairstyles extensions";"10";"87.20";"0.04";"http://hairstylefoto.com/black-braided-hairstyles-with-extensions/";"0.00";"0.89";"865000";"0.50,0.50,0.50,0.50,1.00,1.00,0.50,0.50,0.50,0.50,0.50,1.00"
"little girls natural hairstyles";"140";"75.27";"0.15";"http://hairstylefoto.com/little-black-girl-natural-hairstyles/";"0.00";"0.02";"6420000";"0.67,0.67,0.52,0.52,0.67,1.00,0.52,0.81,0.67,0.67,0.67,0.52"
"short modern haircut";"10";"83.96";"1.99";"http://hairstylefoto.com/short-modern-haircuts/";"0.00";"0.09";"16400000";"0.50,1.00,1.00,0.50,0.50,0.50,1.00,1.00,0.50,0.50,0.50,1.00"
"sweet hairstyles";"110";"79.15";"0.00";"http://hairstylefoto.com/sweet-15-hairstyles-for-long-hair/";"0.00";"0.07";"31900000";"0.79,0.79,0.79,0.79,0.79,0.64,0.50,0.50,0.50,0.64,1.00,0.79"
"black woman short hair";"90";"77.80";"0.00";"http://hairstylefoto.com/black-woman-short-hair/";"0.00";"0.15";"14100000";"0.82,1.00,0.64,0.82,0.82,0.82,0.64,1.00,1.00,1.00,1.00,1.00"
"black to grey ombre hair";"320";"86.28";"2.28";"http://hairstylefoto.com/black-and-grey-ombre-hair/";"0.00";"0.14";"32100000";"0.15,1.00,0.54,0.24,0.54,0.82,0.82,0.82,0.19,0.29,0.29,0.44"
"27 piece quick weave photos";"110";"74.85";"0.22";"http://hairstylefoto.com/long-27-piece-quick-weave-hairstyles/";"0.00";"0.83";"1710000";"1.00,0.54,0.27,0.19,0.54,0.81,0.54,0.19,0.27,0.27,0.35,0.54"
"long wedge hairstyles";"40";"74.31";"0.00";"http://hairstylefoto.com/short-wedge-haircuts/";"0.00";"0.30";"7030000";"0.36,0.45,0.18,0.64,1.00,0.64,0.09,0.09,0.18,0.64,0.45,0.18"
"pictures of boys hairstyles";"20";"80.70";"0.00";"http://hairstylefoto.com/boy-hairstyles-images/";"0.00";"0.07";"12900000";"0.50,0.75,0.50,0.50,0.75,1.00,0.50,0.25,0.50,0.50,1.00,0.50"
"cute long blonde hairstyles";"20";"74.26";"0.00";"http://hairstylefoto.com/cute-hairstyles-for-long-blonde-hair/";"0.00";"0.00";"1920000";"1.00,0.75,0.75,0.50,0.50,0.50,0.75,0.50,0.25,0.50,0.50,0.75"
"short haircut before and after";"20";"83.87";"0.00";"http://hairstylefoto.com/long-hair-to-short-hair-before-and-after/";"0.00";"0.06";"3130000";"0.75,0.50,0.50,0.50,0.50,0.50,0.50,0.25,0.75,1.00,0.75,0.25"
"simple hair updos";"210";"86.12";"0.00";"http://hairstylefoto.com/simple-updos-for-short-hair/";"0.00";"0.01";"909000";"0.66,0.81,1.00,0.66,0.81,0.44,0.44,0.66,0.44,0.66,0.44,0.22"
"black women short wigs";"110";"79.00";"0.73";"http://hairstylefoto.com/short-wigs-for-black-women/";"0.00";"1.00";"1920000";"0.28,0.22,0.28,0.28,0.28,0.28,0.44,0.28,0.28,0.28,1.00,0.34"
"girls braids styles";"50";"82.84";"0.00";"http://hairstylefoto.com/braid-styles-for-girls/";"0.00";"0.06";"10200000";"0.36,0.27,0.45,0.45,0.64,1.00,0.45,0.36,0.45,0.27,0.45,0.45"
"elegant hairstyles for black women";"30";"79.99";"0.00";"http://hairstylefoto.com/elegant-hairstyles-for-black-women/";"0.00";"0.03";"2710000";"0.60,0.60,0.80,0.40,0.60,0.60,0.80,0.60,1.00,0.80,0.40,0.80"
"short hairstyles summer 2014";"10";"83.26";"0.00";"http://hairstylefoto.com/short-haircuts-summer-2014/";"0.00";"0.00";"20800000";"1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
"girls hairstyles tumblr";"10";"78.40";"0.00";"http://hairstylefoto.com/tumblr-hairstyles-for-long-hair/";"0.00";"0.00";"7010000";"0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
"short wavy bob hair";"70";"79.55";"0.00";"http://hairstylefoto.com/short-wavy-bob-hairstyles/";"0.00";"0.04";"17700000";"0.43,0.29,1.00,0.43,1.00,0.14,0.57,0.14,0.57,0.29,0.29,0.29"
"cheryl cole haircut";"50";"76.36";"0.00";"http://hairstylefoto.com/cheryl-cole-wedding-hairstyle/";"0.00";"0.00";"1980000";"1.00,0.64,0.45,0.64,0.64,0.64,0.45,0.45,0.36,0.18,0.27,0.18"
"braided french roll";"90";"83.66";"0.00";"http://hairstylefoto.com/black-french-roll-hairstyles/";"0.00";"0.13";"2270000";"0.41,0.65,0.53,0.65,0.65,1.00,0.82,0.53,0.41,0.29,0.41,0.53"
"pink ladies hairstyle";"20";"76.40";"0.00";"http://hairstylefoto.com/pink-and-black-hairstyles/";"0.00";"0.02";"6410000";"0.57,0.43,0.43,0.14,0.14,0.00,0.29,1.00,0.14,0.00,0.14,0.14"
"cute updos for sports";"20";"83.01";"0.00";"http://hairstylefoto.com/short-hairstyles-for-sports/";"0.00";"0.00";"1370000";"1.00,0.67,0.67,1.00,1.00,1.00,0.67,0.67,0.33,0.33,0.33,0.33"
"teenage haircuts for boys";"30";"70.48";"0.00";"http://hairstylefoto.com/cool-short-hairstyles-for-teenage-guys/";"0.00";"0.00";"2960000";"0.75,0.75,0.50,0.75,0.75,1.00,0.75,0.75,0.75,0.50,0.75,0.50"
"easy and pretty hairstyles for school";"10";"89.29";"0.00";"http://hairstylefoto.com/pretty-hairstyles-for-school-for-short-hair/";"0.00";"0.00";"22400000";"1.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
"twists black hairstyles";"40";"83.03";"0.00";"http://hairstylefoto.com/natural-hairstyles-for-black-women-twists/";"0.00";"0.02";"15200000";"0.43,0.71,1.00,0.71,0.57,0.43,0.43,0.57,0.43,0.29,0.14,0.43"
"medium length round face hairstyles";"50";"84.50";"0.00";"http://hairstylefoto.com/short-to-mid-length-hairstyles-for-round-faces/";"0.00";"0.07";"4800000";"0.44,0.78,0.33,1.00,0.33,0.22,0.56,0.56,0.11,0.33,0.33,0.33"
"short wedge bob haircuts";"20";"80.28";"0.00";"http://hairstylefoto.com/short-wedge-bob-haircuts/";"0.00";"0.12";"0";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,0.50"
"celebrity short hair 2014";"10";"86.84";"0.00";"http://hairstylefoto.com/celebrity-short-haircuts-2014/";"0.00";"0.00";"17800000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"real hair hairstyles";"110";"86.37";"0.00";"http://hairstylefoto.com/real-hair-hairstyles-for-black-hair/";"0.00";"0.12";"3950000";"0.50,0.64,0.64,0.79,0.79,0.64,0.79,0.79,0.50,0.64,1.00,1.00"
"black bob hairstyles pinterest";"50";"98.81";"0.00";"http://hairstylefoto.com/pinterest-black-bob-hairstyles/";"0.00";"0.06";"15400000";"0.50,0.36,0.36,0.29,0.21,1.00,0.79,0.29,0.14,0.21,0.21,0.29"
"simple haircut for round face";"50";"85.43";"0.00";"http://hairstylefoto.com/short-hairstyles-for-round-faces-with-glasses/";"0.00";"0.05";"3480000";"0.44,0.33,0.33,1.00,0.33,0.22,0.11,0.22,0.56,0.33,0.33,0.78"
"girl hairstyles pictures";"10";"84.36";"0.00";"http://hairstylefoto.com/big-girl-hairstyles-pictures/";"0.00";"0.00";"23400000";"1.00,0.33,0.33,0.33,0.33,0.67,0.67,0.33,0.33,0.33,0.33,0.33"
"hairstyles for fine hair women";"20";"86.12";"2.90";"http://hairstylefoto.com/short-bob-hairstyles-fine-hair/";"0.00";"0.36";"6210000";"0.25,0.25,0.50,0.50,0.25,0.50,0.75,0.50,0.25,0.50,1.00,0.75"
"rihanna curly hairstyles";"70";"73.66";"1.44";"http://hairstylefoto.com/rihanna-short-curly-hairstyles/";"0.00";"0.52";"14600000";"1.00,0.78,0.56,0.56,0.78,0.78,0.78,0.78,0.44,0.44,0.78,1.00"
"hairstyles bobbed hair";"10";"88.78";"0.00";"http://hairstylefoto.com/short-bobbed-hair-styles/";"0.00";"0.06";"751000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"long haircuts no bangs";"30";"84.76";"0.00";"http://hairstylefoto.com/hairstyles-for-long-hair-no-bangs/";"0.00";"0.00";"40100000";"0.80,0.80,0.60,1.00,1.00,1.00,0.40,0.40,0.60,0.40,0.40,0.40"
"medium long hairstyles with layers";"20";"82.74";"0.00";"http://hairstylefoto.com/medium-to-long-layered-hairstyles/";"0.00";"0.03";"2260000";"0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33,1.00,0.67,1.00"
"hairstyles for curly hair tumblr";"50";"54.56";"0.07";"http://hairstylefoto.com/curly-hairstyles-for-long-hair-tumblr/";"0.00";"0.03";"12900000";"0.56,0.56,0.56,0.44,0.44,1.00,0.56,0.44,0.78,0.78,0.78,0.78"
"40s hairstyles for short hair";"70";"80.55";"0.00";"http://hairstylefoto.com/40s-hairstyles-long-hair/";"0.00";"0.01";"898000";"0.36,0.50,0.79,1.00,0.64,0.36,0.21,0.29,0.79,0.50,0.64,0.50"
"haircuts for skinny faces";"70";"86.18";"0.00";"http://hairstylefoto.com/short-hairstyles-for-skinny-faces/";"0.00";"0.07";"10800000";"0.27,0.27,0.27,0.64,0.45,0.82,0.64,0.64,1.00,0.82,0.82,0.64"
"african girls hairstyles";"20";"82.77";"0.00";"http://hairstylefoto.com/african-girl-hairstyles/";"0.00";"0.04";"16700000";"0.50,0.75,0.50,0.25,1.00,0.75,0.50,0.25,0.50,0.50,0.75,0.75"
"short emo hair boys";"10";"85.89";"0.00";"http://hairstylefoto.com/short-emo-hairstyles-for-guys/";"0.00";"0.00";"17500000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"how do you do peek a boo highlights";"70";"81.40";"0.00";"http://hairstylefoto.com/peekaboo-highlights-for-short-hair/";"0.00";"0.00";"670000";"0.33,0.78,1.00,0.33,1.00,1.00,0.22,0.56,0.22,0.44,0.44,0.78"
"quick updo hairstyles for black hair";"40";"81.58";"0.00";"http://hairstylefoto.com/black-hair-braid-updo-hairstyles/";"0.00";"0.03";"2110000";"0.71,0.57,0.43,0.43,0.43,0.29,0.43,1.00,0.71,1.00,0.57,0.57"
"cute thick hairstyles";"20";"87.63";"0.00";"http://hairstylefoto.com/cute-hairstyles-for-long-thick-hair/";"0.00";"0.20";"21100000";"1.00,0.67,1.00,0.67,0.67,0.67,0.67,0.67,0.67,1.00,0.67,0.67"
"scene short haircuts";"110";"76.18";"0.00";"http://hairstylefoto.com/scene-short-haircuts/";"0.00";"0.01";"1210000";"0.65,0.65,0.65,0.82,1.00,0.65,0.65,0.65,0.53,0.41,0.53,0.41"
"flower girl curly hairstyles";"70";"85.27";"0.00";"http://hairstylefoto.com/flower-girl-wedding-hairstyles/";"0.00";"0.00";"1600000";"0.33,0.11,0.78,0.22,0.78,1.00,0.44,1.00,0.44,0.22,0.22,0.11"
"pictures mohawk hairstyles with braids";"70";"83.35";"0.00";"http://hairstylefoto.com/black-female-braided-mohawk-hairstyles/";"0.00";"0.02";"1220000";"0.56,0.11,0.11,0.44,0.11,1.00,0.78,0.22,0.78,0.44,0.44,0.11"
"straight hairstyles for homecoming";"70";"78.21";"0.00";"http://hairstylefoto.com/short-hairstyles-for-homecoming/";"0.00";"0.01";"1920000";"0.27,0.04,0.04,0.04,0.04,0.08,0.81,1.00,0.27,0.42,0.42,0.08"
"pictures of black short hairstyles";"70";"82.88";"0.30";"http://hairstylefoto.com/pictures-of-short-hairstyles-for-ladies/";"0.00";"0.14";"21400000";"0.56,0.44,1.00,0.78,1.00,0.78,1.00,0.78,0.56,0.78,0.78,1.00"
"short hair for wedding guest";"10";"83.13";"0.00";"http://hairstylefoto.com/wedding-guest-hairstyles-for-short-hair/";"0.00";"0.09";"6420000";"0.33,0.33,0.67,0.67,1.00,0.67,1.00,0.67,0.33,0.33,0.33,0.33"
"long hair v cut";"260";"88.94";"0.00";"http://hairstylefoto.com/v-cut-hairstyle-long-hair/";"0.00";"0.02";"4020000";"0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.81,0.81,0.81,0.81,0.81"
"hair braids for little black girls";"20";"79.69";"0.00";"http://hairstylefoto.com/little-black-girl-hairstyles-braids/";"0.00";"0.12";"3100000";"0.75,1.00,1.00,0.75,0.25,0.75,0.50,0.25,0.50,0.25,0.25,0.25"
"medium hairstyles dark brown";"50";"84.41";"0.00";"http://hairstylefoto.com/hairstyles-for-long-dark-brown-hair/";"0.00";"0.00";"2130000";"0.11,0.56,0.56,0.11,0.56,0.11,1.00,0.78,0.33,0.56,0.56,0.22"
"layered hairstyles thick hair";"40";"84.57";"0.09";"http://hairstylefoto.com/long-layered-hairstyles-for-thick-hair/";"0.00";"0.19";"2180000";"1.00,0.56,0.56,0.11,0.56,0.22,0.33,0.78,0.33,0.11,0.11,0.56"
"curly hair color ideas";"390";"81.95";"2.47";"http://hairstylefoto.com/short-curly-hair-color-ideas/";"0.00";"0.16";"1370000";"0.54,0.36,0.44,0.81,0.66,0.54,0.54,1.00,1.00,0.54,0.44,0.36"
"hairstyle for formal";"10";"85.07";"0.00";"http://hairstylefoto.com/formal-hairstyles-long-hair/";"0.00";"0.04";"1020000";"0.25,1.00,0.50,0.25,0.25,0.25,0.25,0.25,0.25,0.50,0.75,0.50"
"mohawk hairstyles in braids";"90";"74.86";"0.00";"http://hairstylefoto.com/black-natural-braided-mohawk-hairstyles/";"0.00";"0.38";"899000";"0.57,0.71,0.14,0.57,0.14,1.00,0.43,1.00,0.43,0.71,0.71,0.71"
"braided mohawks for girls";"50";"76.87";"0.00";"http://hairstylefoto.com/black-female-braided-mohawk-hairstyles/";"0.00";"0.51";"542000";"0.56,0.56,0.56,0.56,0.78,1.00,0.78,0.56,0.44,0.44,0.44,0.33"
"protective natural hairstyles for short hair";"70";"77.86";"0.00";"http://hairstylefoto.com/protective-natural-hairstyles-for-short-hair/";"0.00";"0.21";"1960000";"0.12,0.18,0.65,1.00,0.53,0.24,0.18,0.29,0.18,0.18,0.29,0.65"
"protective natural hairstyles for short hair";"70";"77.86";"0.00";"http://hairstylefoto.com/protective-styles-for-short-hair/";"0.00";"0.21";"1960000";"0.12,0.18,0.65,1.00,0.53,0.24,0.18,0.29,0.18,0.18,0.29,0.65"
"easy hairstyles black hair";"50";"80.18";"0.00";"http://hairstylefoto.com/simple-braided-hairstyles-black-hair/";"0.00";"0.07";"2400000";"0.71,0.57,0.71,0.57,0.71,1.00,0.57,0.71,0.57,1.00,1.00,1.00"
"cute boys with blue eyes and brown hair";"90";"87.46";"0.00";"http://hairstylefoto.com/boys-with-brown-hair-and-blue-eyes/";"0.00";"0.00";"5560000";"0.57,0.71,0.14,0.57,0.14,1.00,0.43,1.00,0.43,0.71,0.71,0.71"
"brunette long haircuts";"20";"80.73";"0.00";"http://hairstylefoto.com/hairstyles-for-long-hair-brunette/";"0.00";"0.00";"4680000";"0.25,0.50,0.50,0.25,0.25,0.25,0.25,0.25,0.50,0.25,0.50,1.00"
"short inverted layered bob hairstyles";"40";"81.09";"0.00";"http://hairstylefoto.com/short-layered-bob-hairstyles-back-view/";"0.00";"0.17";"0";"0.71,0.71,0.43,1.00,0.43,0.29,0.14,0.57,0.14,1.00,1.00,0.71"
"traditional indian hairstyle for wedding";"50";"76.72";"0.00";"http://hairstylefoto.com/traditional-indian-wedding-hairstyles/";"0.00";"0.00";"16500000";"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33"
"popular school hairstyles";"70";"90.47";"0.00";"http://hairstylefoto.com/cool-hairstyles-for-school-for-boys/";"0.00";"0.00";"38000000";"1.00,0.40,0.80,0.20,0.80,0.20,0.40,0.20,0.20,0.80,0.80,1.00"
"prom hairstyles for straight hair";"90";"66.04";"0.00";"http://hairstylefoto.com/prom-hairstyles-for-long-straight-hair/";"0.00";"0.00";"12700000";"0.44,1.00,0.81,0.22,0.03,0.06,0.06,0.09,0.06,0.06,0.22,0.22"
